training,sampling
290.2892575263977,0.03944706916809082
176.09867143630981,0.07534599304199219
195.3857398033142,0.04603409767150879
145.4342360496521,0.03684258460998535
186.87689924240112,0.03848624229431152
168.27352857589722,0.05908083915710449
294.0743725299835,0.0802149772644043
224.72711515426636,0.038301706314086914
159.2961142063141,0.038384437561035156
161.28835248947144,0.03672003746032715
