,0,1,2,3
0,0.23588559,0.85333276,0.38183996,0.6426351
1,0.34171444,0.9324687,0.48619992,0.70311266
2,0.26940528,0.8137631,0.4155162,0.6053954
3,-0.5102106,-1.0908861,-0.74974453,-0.892062
4,0.6282141,0.9741534,0.8479876,0.7367994
5,0.40108612,0.99447197,0.67266,0.7019813
6,0.23961738,0.93652695,0.364665,0.76321745
7,0.33442214,0.7374131,0.5147172,0.47097328
8,0.34872934,0.96117735,0.57204825,0.6115628
9,-0.6163894,-0.98615104,-1.0629147,-0.71116686
10,-0.5465535,-0.9547289,-0.65050197,-0.79982555
11,0.33659685,1.0581639,0.5300193,0.83744687
12,-0.5989999,-0.9624397,-1.0063319,-0.89239657
13,0.3358924,0.7900357,0.42845547,0.6288948
14,0.33403757,1.0296425,0.5570017,0.8053993
15,-0.4979507,-0.9727906,-0.9472638,-0.6913779
16,0.28104195,0.952901,0.5006576,0.6133432
17,0.46373987,1.0295781,0.84509045,0.75078934
18,0.46993798,1.0785317,0.773122,0.7944665
19,-0.5066873,-1.0456356,-0.7080165,-0.8034813
20,0.23697232,0.9041248,0.44012788,0.514727
21,-0.6025706,-0.95637417,-0.95797706,-0.59167767
22,-0.6374468,-1.0042589,-0.8114964,-0.9530869
23,-0.705498,-1.0749407,-1.0149246,-0.8474416
24,0.4028999,0.93142134,0.5771738,0.7607124
25,-0.7490287,-0.8398911,-1.0295318,-0.5127663
26,-0.5611246,-1.070578,-0.787866,-0.892786
27,0.39587748,1.0779648,0.5734406,0.88610333
28,0.26076162,0.9109614,0.45253545,0.67802155
29,0.3441011,1.026052,0.7156898,0.76634127
30,0.2922603,0.91332316,0.41191632,0.7896786
31,0.4163633,0.91820693,0.69213295,0.6561045
32,-0.85596925,-1.0333362,-1.1040756,-0.78120697
33,-0.5073693,-0.94922745,-0.88508755,-0.4936206
34,0.3270824,0.9959694,0.54578865,0.7175396
35,0.1781185,0.77166,0.29631177,0.45808837
36,0.46046928,0.81817776,0.7444528,0.73798925
37,0.35233617,0.9635762,0.60173094,0.521994
38,0.33827248,0.8546218,0.54645973,0.4292687
39,0.20564455,0.87805206,0.28329197,0.7441421
40,0.34217146,0.87306416,0.35991004,0.76316845
41,0.3463804,0.9229246,0.54617363,0.78472906
42,0.23897158,0.94881284,0.3905296,0.6777257
43,-0.52006304,-1.0441391,-0.8065887,-0.6736793
44,-0.49141982,-1.066016,-0.7608482,-0.7338778
45,0.35944313,0.9716507,0.7206215,0.5031237
46,-0.4667852,-0.66387355,-0.65117127,-0.51743555
47,-0.638565,-0.92615825,-0.9041149,-0.56670636
48,0.27043793,0.86891663,0.4567811,0.5792256
49,0.3615433,0.8905896,0.555686,0.62800395
50,0.30403024,0.99805444,0.4763141,0.73207414
51,0.33563557,1.0194983,0.5824308,0.71970725
52,0.36202914,0.9393309,0.51246417,0.7565848
53,-0.48957497,-0.99485683,-0.9272492,-0.55096495
54,0.43298203,0.8385725,0.74334115,0.42500055
55,-0.49549106,-1.1044616,-0.72686917,-0.9064479
56,-0.52641875,-1.0851021,-0.78673023,-0.81367964
57,0.32983014,0.83723634,0.6144566,0.3922321
58,-0.54071456,-1.1014338,-0.835256,-0.8798751
59,0.40544418,1.0730907,0.69385743,0.90102446
60,0.2436475,0.71822304,0.24632467,0.6204039
61,0.36979344,0.971675,0.6441566,0.5165741
62,0.30752134,0.94877404,0.458068,0.7633656
63,0.52502346,1.0546494,0.8493678,0.68704736
64,-0.4644081,-1.0950438,-0.674875,-0.8935237
65,0.55933034,0.9946158,0.9491635,0.6839892
66,0.4465173,1.0690972,0.6542675,0.7828328
67,-0.6437896,-1.1128278,-0.9222557,-0.91913885
68,-0.6394811,-1.0630343,-0.80127007,-0.8771203
69,0.37502834,0.96681845,0.69141513,0.5156477
70,0.5407162,1.0446535,0.75823426,0.88027066
71,-0.65105677,-0.8024466,-0.94610715,-0.4517803
72,0.48104212,1.0684867,0.7397752,0.76846373
73,-0.5410219,-1.0628009,-0.925586,-0.72266
74,0.38101295,0.99303204,0.60822034,0.59662884
75,0.26939273,0.7945429,0.43544644,0.5167695
76,-0.40871087,-0.8838307,-0.79501474,-0.41930443
77,0.31519434,1.0618494,0.49160165,0.8819394
78,-0.68847704,-0.96491355,-1.0466719,-0.6364748
79,-0.7367376,-1.0714304,-1.0895677,-0.8148208
80,-0.40905616,-0.92612267,-0.7837394,-0.4627628
81,0.2525773,0.64016,0.3703862,0.4531315
82,-0.603038,-1.1116444,-0.8556343,-0.8971441
83,0.31967974,0.9144056,0.58176166,0.4384858
84,-0.39376634,-0.6326149,-0.55285025,-0.37722677
85,-0.841794,-0.9983758,-1.00697,-0.8296103
86,-0.46312886,-0.7374035,-0.8153755,-0.39399478
87,-0.8448917,-0.97480506,-1.0254856,-0.8563645
88,0.39908293,0.64881283,-0.19094269,0.6342921
89,0.5019971,0.81809884,0.8896682,0.4850342
90,0.3948416,1.0384965,0.52177393,0.82654464
91,-0.4651062,-0.83554155,-0.7915863,-0.47692928
92,0.35598817,0.75928855,0.5253888,0.5509452
93,0.15697,0.7082155,0.2632819,0.49977827
94,0.3666395,0.92986315,0.6825053,0.4475093
95,0.24525686,0.73252755,0.33705157,0.58749694
96,-0.64378875,-1.112832,-0.9222585,-0.91914344
97,0.25640115,0.9815636,0.4225437,0.68758065
98,-0.47234204,-0.89953995,-0.86600995,-0.36059374
99,-0.6032293,-1.106184,-0.8547287,-0.8714548
