,0,1,2,3,4,5,6,7
32,0.1665339,0.95699,0.22067271,0.86716366,0.29453427,0.8432549,0.4277757,0.56734407
33,0.22076222,0.9030808,0.3286215,0.8299545,0.46275908,0.732847,0.520175,0.5976182
34,0.17823784,0.9640026,0.2432005,0.91735375,0.29457828,0.82425976,0.43064705,0.6251924
35,0.16055118,0.98298246,0.23304825,0.89067686,0.40521106,0.83625174,0.449085,0.5736576
36,0.120174535,0.91013396,0.16200612,0.7779106,0.31815162,0.7667862,0.4271129,0.44139874
37,0.19693631,0.938585,0.26604787,0.899692,0.30177253,0.87776273,0.37650746,0.6089796
38,0.17486344,0.94804233,0.27672315,0.8175997,0.3143024,0.7403652,0.3183587,0.47027743
39,0.18231912,0.9591353,0.2589634,0.84599787,0.33378384,0.7670453,0.392273,0.5526352
40,0.2196922,0.95127517,0.3592677,0.75607866,0.43891808,0.54669935,0.47593158,0.3690505
41,0.22527921,0.98511994,0.31711853,0.90860885,0.36768588,0.76163805,0.3891868,0.47589126
42,0.15552634,0.9763056,0.19074135,0.8910107,0.282747,0.8898222,0.3727775,0.49586868
43,0.17838994,0.8647036,0.2747436,0.74986166,0.35164115,0.7440911,0.4979442,0.41049266
44,0.18734002,0.90396434,0.27848113,0.89711314,0.32005486,0.6169839,0.30364504,0.46981743
45,0.23888314,0.99286413,0.35210693,0.9155534,0.4350013,0.8606478,0.50153655,0.53143716
46,0.16966686,0.9785676,0.2547142,0.93724936,0.31189176,0.8616047,0.4176417,0.52444494
47,0.21414727,0.95335823,0.31986952,0.90640736,0.4091193,0.78937685,0.5146843,0.44420874
48,0.1758722,0.9654635,0.2696763,0.87650067,0.42566568,0.70209074,0.4824803,0.43648288
49,0.23149852,0.9840149,0.3113076,0.9468327,0.40646163,0.80610687,0.4315839,0.573478
50,0.16997933,0.89448607,0.29726064,0.70383847,0.41422635,0.60649836,0.4744673,0.35625213
51,0.19537616,0.9838588,0.2698637,0.88497716,0.30708915,0.879126,0.3765072,0.57054925
52,0.11746152,0.9340629,0.19839597,0.8510954,0.26027614,0.7975259,0.33085647,0.4740076
53,0.13724805,0.8990688,0.20870772,0.77133095,0.30134377,0.54740447,0.40344056,0.38996026
54,0.21057637,0.98416305,0.32401496,0.91213757,0.3876266,0.82603616,0.41799122,0.5257914
55,0.15121579,0.9160834,0.2714308,0.82987326,0.33617154,0.65740997,0.4486784,0.42804655
56,0.24105985,0.9734642,0.36036155,0.9339033,0.40187672,0.9041521,0.4424263,0.58318275
57,0.15625967,0.96077853,0.26787433,0.88511276,0.33888668,0.7177142,0.38130486,0.42503107
58,0.24602005,1.0123112,0.32863227,0.91858655,0.34164795,0.9045862,0.40994546,0.6569008
59,0.18190344,0.94766897,0.2778727,0.8660389,0.35526034,0.85166675,0.41119322,0.5000034
60,0.19920465,0.93088025,0.3168833,0.87653524,0.42534688,0.7163102,0.57796407,0.4425222
61,0.13424717,0.8980382,0.17086607,0.78761876,0.2838323,0.75259393,0.48654518,0.46554017
62,0.14153557,0.95550317,0.22954577,0.8670715,0.31953976,0.7853458,0.37458113,0.49010798
63,0.17585073,0.98724425,0.22875763,0.8954372,0.33038673,0.8668233,0.44200465,0.5345411
64,0.1458601,0.93535453,0.2535312,0.8642989,0.3230728,0.6364847,0.4149583,0.40397936
65,0.13673489,0.9025586,0.21809968,0.80019,0.28951618,0.7391852,0.42338184,0.4824533
66,0.15020888,0.9365885,0.16480562,0.82808316,0.2579255,0.8342457,0.37913945,0.51574606
67,0.20595834,0.95808804,0.32764938,0.9162048,0.4244454,0.7993976,0.53457,0.5036543
68,0.17233941,0.9319681,0.26393163,0.8321745,0.3713038,0.7948478,0.49246183,0.46938163
69,0.203345,0.99562675,0.35592702,0.8576717,0.42013574,0.8073836,0.41577226,0.5589936
70,0.16960911,0.9330368,0.19199352,0.85224473,0.3430616,0.74199814,0.49219495,0.47789186
71,0.14302008,0.8139793,0.24342829,0.70506537,0.39047444,0.67013127,0.48181778,0.3333317
72,0.15029827,0.9370335,0.21913287,0.8161555,0.27933317,0.8104291,0.40032968,0.59305376
73,0.1877973,0.93980867,0.25715464,0.90166676,0.35461318,0.79098475,0.44345134,0.46451792
74,0.13816848,0.85851777,0.26139373,0.6713517,0.3221214,0.48290622,0.47333065,0.40768206
75,0.2125384,0.9173895,0.31148177,0.7996112,0.46740562,0.66139257,0.50502604,0.44013605
76,0.13921107,0.9506566,0.21635896,0.82967436,0.26095155,0.8261149,0.37156987,0.57557976
77,0.22832751,0.9665073,0.40822425,0.85376924,0.46772948,0.67990106,0.47553766,0.42004064
78,0.16088852,0.88702446,0.2642437,0.762688,0.37121683,0.75483555,0.472377,0.44282728
79,0.14926486,0.96542174,0.22385737,0.8664364,0.2830891,0.86402535,0.390466,0.5745558
80,0.24159114,0.9304082,0.3442658,0.7867256,0.49877626,0.5827323,0.5537931,0.4318525
81,0.09318373,0.8558363,0.09560329,0.7873096,0.15074824,0.77845347,0.25329062,0.49369735
82,0.21210867,1.0030868,0.30148986,0.92743653,0.32203132,0.8953608,0.40546364,0.5766352
83,0.1839343,0.95838004,0.312797,0.87115693,0.3993185,0.75670564,0.4534571,0.47492823
84,0.13188067,0.831155,0.18976063,0.7204954,0.29589316,0.6457701,0.37641105,0.3363145
85,0.15214847,0.9279157,0.25477955,0.83682853,0.29490578,0.5761386,0.30682623,0.41523084
86,0.19670822,0.9702374,0.29340065,0.88091385,0.40734264,0.777617,0.58387613,0.51010084
87,0.20990211,0.9592772,0.27249578,0.8762809,0.3035167,0.77067137,0.35739088,0.59081113
88,0.1989601,0.9048117,0.34207228,0.8565154,0.39462322,0.76924795,0.45780116,0.49122605
89,0.15058412,0.9641496,0.23407306,0.8815362,0.3585349,0.73744136,0.49965733,0.4071429
90,0.23183231,0.9560181,0.3343064,0.862713,0.40004084,0.7683192,0.37384236,0.51396686
91,0.1507063,0.9208019,0.24050345,0.82533544,0.3371253,0.7286609,0.4163043,0.46254754
92,0.16221799,0.9627177,0.22135498,0.87737674,0.33727798,0.8309318,0.47001508,0.5195215
93,0.19304278,0.98978883,0.25139198,0.9238082,0.31474206,0.9059642,0.40382788,0.61854035
94,0.15601428,0.87409484,0.19186933,0.82091737,0.25889653,0.75135404,0.36098787,0.52114093
95,0.12807868,0.9316988,0.18131953,0.821649,0.25950894,0.80881894,0.3402287,0.48768446
96,0.14310274,0.8669725,0.20623536,0.77179253,0.30564764,0.6912952,0.40482855,0.411212
97,0.1390983,0.8884873,0.2382105,0.78938884,0.3200429,0.652348,0.34050727,0.42072606
98,0.19018768,0.8779406,0.28544307,0.87825364,0.36583075,0.69750834,0.4932969,0.48636335
99,0.15119085,0.93726844,0.2054419,0.8443046,0.29050612,0.82661235,0.43249443,0.53074735
