,0,1,2,3,4,5
0,0.1749572,0.84317136,0.2936777,0.686749,0.3715283,0.43623567
1,0.18355651,0.90708476,0.259591,0.8452441,0.31445697,0.57862663
2,0.17993288,0.9489516,0.2735283,0.85426104,0.35235614,0.5577533
3,0.1866601,0.883078,0.31033143,0.71472883,0.42685595,0.4179797
4,0.23156765,0.9013114,0.3440367,0.83540744,0.43207243,0.55454814
5,0.18533689,0.94795644,0.27157503,0.84827036,0.34340557,0.55690765
6,0.16648237,0.93110764,0.24976403,0.838967,0.34061322,0.56254256
7,0.18562812,0.8879127,0.29458916,0.7528406,0.3511296,0.49644065
8,0.17917445,0.90667045,0.282749,0.7737413,0.4109555,0.4698879
9,0.1752731,0.8668571,0.30634555,0.7302978,0.37296084,0.4803351
10,0.17220512,0.92629033,0.26680422,0.801747,0.3546814,0.5085158
11,0.1879788,0.9124326,0.28246436,0.7937331,0.38044438,0.546532
12,0.18125665,0.86375946,0.30777708,0.71611685,0.42252246,0.43199065
13,0.17824481,0.89861536,0.2974459,0.75917006,0.40356174,0.47078633
14,0.20124851,0.8350023,0.32438618,0.6422396,0.40561268,0.38712108
15,0.17812487,0.92774624,0.25837755,0.84214044,0.3398533,0.52228886
16,0.19660936,0.9382117,0.29604676,0.85364825,0.39109367,0.5560183
17,0.19381824,0.8956931,0.30755433,0.76270705,0.38267043,0.47538427
18,0.14578603,0.8492753,0.24647017,0.67805314,0.32997948,0.4334897
19,0.18061647,0.86044383,0.3124979,0.6585122,0.41333866,0.41295958
20,0.18277882,0.8799254,0.28526363,0.71650606,0.38488147,0.42246392
21,0.14826676,0.89961094,0.24396034,0.76756287,0.36862054,0.46196917
22,0.13705888,0.85934687,0.22495483,0.67460626,0.34808296,0.392144
23,0.16644691,0.87178326,0.28222254,0.68767387,0.38201103,0.42943272
24,0.16678937,0.9280243,0.27346486,0.8257335,0.3472501,0.5382362
25,0.16819191,0.95238125,0.24992427,0.87360156,0.34198725,0.6068404
26,0.1846923,0.8931491,0.29193446,0.75006056,0.35844374,0.4854212
27,0.18796435,0.86687946,0.27496228,0.730717,0.3287321,0.48181233
28,0.19168986,0.90543926,0.29984713,0.7694984,0.4122551,0.511215
29,0.17154415,0.92593014,0.26799077,0.80414224,0.36973011,0.4846049
30,0.163012,0.85868275,0.27238828,0.7110356,0.35660043,0.4189705
31,0.18601644,0.8541265,0.3059067,0.6852799,0.3765474,0.42549855
32,0.18965034,0.91078717,0.30490145,0.73459417,0.3976477,0.41800764
33,0.21606272,0.87267965,0.36167863,0.7516137,0.4720607,0.49977586
34,0.18682416,0.9252044,0.2919278,0.8101808,0.38856053,0.55096614
35,0.20005016,0.9200008,0.29220814,0.84951967,0.3595317,0.57574487
36,0.22642007,0.9598711,0.327255,0.8957096,0.36614263,0.6276926
37,0.16551511,0.91761535,0.25906038,0.8001213,0.3532483,0.51594204
38,0.1492769,0.95347506,0.2232763,0.8629157,0.31487733,0.59398896
39,0.17489108,0.87489706,0.2693696,0.767332,0.37901285,0.49446943
40,0.17847423,0.9259964,0.2687813,0.80332154,0.346216,0.50368804
41,0.21277629,0.92633504,0.34040692,0.7781638,0.44467407,0.47647583
42,0.18967547,0.88955474,0.30600438,0.70412123,0.3958882,0.43848333
43,0.16210856,0.8650449,0.27313617,0.7259001,0.35407698,0.46752322
44,0.15735036,0.891558,0.25552577,0.7922962,0.36661616,0.5539636
45,0.19175932,0.87742347,0.31277394,0.65736663,0.37938192,0.40730727
46,0.16680682,0.8833721,0.26069546,0.80897486,0.32480624,0.5359232
47,0.1461439,0.88501096,0.23740165,0.714373,0.34760353,0.46322975
48,0.16936746,0.8673742,0.27190864,0.7307467,0.3894034,0.47469455
49,0.22111948,0.90664583,0.3551609,0.80724275,0.44480953,0.52176666
50,0.1710917,0.93195754,0.26142508,0.8155169,0.3359492,0.54197717
51,0.14294863,0.87320554,0.236373,0.67688423,0.2996471,0.4229475
52,0.169479,0.92221105,0.27279806,0.72949696,0.35722306,0.51869035
53,0.20464258,0.8810547,0.33064556,0.75431263,0.41550735,0.47423428
54,0.16984968,0.8974303,0.26929125,0.781063,0.3532616,0.50519925
55,0.17990507,0.8768634,0.31100357,0.7184108,0.40563965,0.44282445
56,0.19303177,0.96487916,0.27799103,0.87221336,0.34004346,0.58817005
57,0.17143083,0.85777277,0.29661992,0.6785544,0.38467336,0.42232287
58,0.1587903,0.9042674,0.24136509,0.761565,0.2961678,0.4850482
59,0.16145301,0.88697875,0.27440113,0.7197448,0.36233154,0.42600435
60,0.1888452,0.8707557,0.30614594,0.73060894,0.37286237,0.46419692
61,0.17330743,0.9074821,0.27822235,0.74573904,0.378973,0.45702967
62,0.16581422,0.8681401,0.30163205,0.6979303,0.39448267,0.4114337
63,0.1877224,0.93817204,0.28690755,0.895343,0.3838333,0.6084679
64,0.16440357,0.86551356,0.2921725,0.66069746,0.4090839,0.4351144
65,0.18972804,0.8783127,0.31145614,0.78761727,0.39098236,0.47610623
66,0.18994987,0.8855471,0.31375524,0.73967934,0.4268536,0.4432873
67,0.16694851,0.8109633,0.29722795,0.58893657,0.3576822,0.34838283
68,0.18154357,0.9489327,0.26448962,0.89604694,0.33470264,0.6274855
69,0.19212906,0.88616866,0.31018338,0.7345462,0.3916691,0.45888016
70,0.14995143,0.9001082,0.2551066,0.7177324,0.33213422,0.47591975
71,0.1918958,0.89152724,0.30872592,0.7443728,0.3887764,0.46700075
72,0.14115235,0.88211584,0.22856836,0.7082131,0.35408732,0.36412755
73,0.16571423,0.91243684,0.2622959,0.79334384,0.33948484,0.51400864
74,0.16044056,0.87770694,0.27578035,0.66948795,0.3966584,0.42067936
75,0.18329717,0.91623807,0.2966094,0.73592865,0.35838667,0.46375307
76,0.19418213,0.94218314,0.28028348,0.87457705,0.36126074,0.6034796
77,0.17030467,0.93492645,0.2623235,0.8461083,0.33879137,0.5390198
78,0.17314954,0.8973695,0.2896761,0.7702878,0.39981654,0.5101338
79,0.20310827,0.88871044,0.31974307,0.7927545,0.41555846,0.5186113
80,0.19731964,0.8718266,0.31103563,0.6519006,0.3679827,0.42213485
81,0.16309766,0.9441582,0.24731661,0.8737898,0.36217132,0.6035728
82,0.16440515,0.91101664,0.26829907,0.7514277,0.36635163,0.47697216
83,0.17456718,0.93887734,0.26632026,0.8396136,0.36176816,0.5780027
84,0.16491903,0.9127192,0.25603744,0.8194768,0.33900473,0.5195947
85,0.16719998,0.9263037,0.25520736,0.8234288,0.3450044,0.5151167
86,0.18275441,0.9428139,0.26358253,0.895543,0.33359712,0.5909445
87,0.21009336,0.93626124,0.30697146,0.8671374,0.3973584,0.5516254
88,0.16562133,0.86346567,0.28487134,0.708919,0.40336847,0.4348569
89,0.20457868,0.920456,0.30671012,0.7831727,0.36888093,0.54144865
90,0.14446843,0.86528206,0.24668814,0.7186058,0.35489413,0.44854423
91,0.1731722,0.8974118,0.28260162,0.7439355,0.37715435,0.4640755
92,0.18625022,0.9509698,0.27846122,0.8968761,0.35511407,0.6437006
93,0.17755896,0.9363405,0.276663,0.8530259,0.34040004,0.6093083
94,0.18308966,0.875535,0.2824386,0.6982237,0.37977487,0.45399627
95,0.16375789,0.920409,0.25488368,0.8393183,0.3476451,0.5139663
96,0.17213868,0.9358276,0.26017708,0.8332753,0.33141354,0.5666828
