,0,1,2,3
44,-0.46299353,-1.0626334,-0.70786226,-0.79227453
45,-0.48078102,-1.019655,-0.81097865,-0.64937496
46,-0.36318442,-0.95938605,-0.5930147,-0.5372487
47,-0.38892213,-0.96322376,-0.72808224,-0.6201381
48,-0.45731166,-1.0322002,-0.7254184,-0.6949981
49,-0.4511249,-1.0459507,-0.6841044,-0.70832056
50,-0.37767464,-0.91181225,-0.68393546,-0.5209324
51,-0.4053709,-1.0472137,-0.67019445,-0.82814723
52,-0.32844284,-0.96893424,-0.60031974,-0.65834856
53,-0.42054278,-0.9587205,-0.7188783,-0.60057753
54,-0.48704842,-0.93213415,-0.9392033,-0.60510933
55,0.23264147,0.9312913,0.41675562,0.55567837
56,-0.4366594,-0.9751416,-0.7632044,-0.54296523
57,-0.35193822,-0.9889764,-0.62130946,-0.5898864
58,-0.41174233,-0.97936255,-0.6951923,-0.6350955
59,-0.4172746,-0.9385149,-0.7604745,-0.48351583
60,-0.29707018,-0.96923184,-0.49914804,-0.6536214
61,-0.4238379,-0.9951727,-0.7320546,-0.6049032
62,-0.2331291,-0.9610018,-0.3917794,-0.70550996
63,-0.40185532,-1.0183886,-0.6827896,-0.75343335
64,-0.30668133,-0.9558676,-0.55252635,-0.5654377
65,0.23892073,0.9189071,0.44427615,0.5439312
66,-0.32871443,-0.866484,-0.6106729,-0.5809783
67,-0.39843306,-0.9524821,-0.7131465,-0.53573596
68,-0.4227828,-0.9743451,-0.76652014,-0.60214174
69,-0.43955022,-0.93481827,-0.7766167,-0.56769985
70,-0.3554826,-0.9417616,-0.5634054,-0.6628727
71,-0.28540248,-0.9393773,-0.5523698,-0.48426455
72,-0.32938805,-0.9711698,-0.5735366,-0.5933764
73,-0.2924767,-0.91802156,-0.5574222,-0.575521
74,-0.39168835,-1.006019,-0.63941836,-0.64378107
75,-0.49221548,-0.87910193,-0.88560647,-0.47168568
76,-0.42538154,-0.97776186,-0.707317,-0.58671105
77,-0.34043097,-1.0193233,-0.51990753,-0.7322535
78,-0.2998547,-0.8823261,-0.670242,-0.5542045
79,-0.44169578,-0.93208086,-0.83948874,-0.4959085
80,-0.47011524,-1.020073,-0.76638556,-0.67398816
81,-0.25708047,-0.9641309,-0.46360394,-0.6753208
82,-0.3695848,-0.9827348,-0.63629097,-0.616115
83,-0.29336286,-0.8957885,-0.51752484,-0.5047072
84,-0.54564285,-0.99012125,-0.94726145,-0.5843992
85,0.30765516,0.9575986,0.5221884,0.66014546
86,-0.3363968,-0.94312227,-0.6030098,-0.5597027
87,-0.28143135,-0.94029355,-0.5179357,-0.573255
88,-0.40161532,-0.9723116,-0.7767046,-0.5631717
89,0.23561606,0.9524718,0.48707715,0.6963597
90,-0.35066256,-0.8874372,-0.6065342,-0.47892612
91,-0.42778662,-0.9902148,-0.748926,-0.5717687
92,-0.32262957,-0.9696231,-0.53577274,-0.6073018
93,-0.3071122,-0.9819,-0.58063453,-0.65648746
94,-0.47413144,-0.92923045,-0.810805,-0.5131825
95,-0.45399258,-0.99665827,-0.77303207,-0.6429794
96,-0.3563836,-0.9655397,-0.64598763,-0.5819433
97,0.27728048,0.99674255,0.43888432,0.68050927
98,-0.19367167,-0.8744672,-0.294176,-0.6566565
99,-0.34985524,-0.99076575,-0.5992316,-0.57857275
