,0,1,2,3,4,5,6,7
0,0.18948276,1.1268812,0.27942058,0.998075,0.402027,0.7514195,0.5294621,0.41915315
1,0.1973044,1.148554,0.34042048,1.0114678,0.3965023,0.8616169,0.45712918,0.5109919
2,0.18036735,1.208009,0.29122326,1.1624062,0.36284786,0.9520655,0.44656876,0.46916667
3,0.18673706,1.1770085,0.30902016,0.92883563,0.40608764,0.79817146,0.56066203,0.49900544
4,0.16959564,1.0461274,0.28312814,0.91808516,0.3466797,0.5195952,0.41593188,0.3614809
5,0.26974538,1.1326184,0.41371918,1.0111217,0.49644977,0.8803618,0.5334669,0.51457965
6,0.18359597,1.2026874,0.3244276,0.9969417,0.41605538,0.81040066,0.5044617,0.45865482
7,0.16587579,1.0226507,0.28177384,0.9280862,0.35843408,0.794114,0.44948497,0.49342623
8,-0.24671417,-1.1003493,-0.35691312,-1.0347384,-0.47844762,-0.79919547,-0.6031039,-0.50779915
9,0.17145595,1.0585108,0.26184365,1.0187823,0.38796702,0.6637812,0.5944851,0.3256566
10,0.23273209,1.0721935,0.3753477,0.9205811,0.47286698,0.81332135,0.5313465,0.55379117
11,0.23136914,1.2532527,0.4036351,1.0854671,0.48293632,0.92833143,0.46538246,0.5320124
12,0.18819265,1.1052319,0.28886947,0.93919146,0.30321106,0.8600806,0.38934898,0.52683395
13,0.18724519,1.0921637,0.29952225,1.0120761,0.41136098,0.78543943,0.52190626,0.45940086
14,0.18871418,1.089061,0.3114716,0.9339472,0.36518544,0.8389953,0.39258057,0.5611888
15,0.20529403,1.1585544,0.39015484,0.877039,0.5602243,0.59078383,0.6540482,0.3886029
16,0.17021313,1.0597134,0.29973197,0.87250775,0.3842689,0.6738109,0.50241274,0.35461032
17,0.21446875,1.1107278,0.28782982,0.98478335,0.36589223,0.7154335,0.4277709,0.4259814
18,0.14114203,1.1603343,0.22753254,1.0579653,0.3284859,0.8205995,0.4285431,0.4163434
19,0.20891762,1.1145701,0.33157164,0.9450736,0.4594555,0.82762486,0.54998344,0.58194345
20,0.1910778,1.0289904,0.3104351,0.8512148,0.42510015,0.72592634,0.49058387,0.39359462
21,0.14783536,1.2106358,0.21061327,0.93086725,0.3781753,0.7656966,0.5858148,0.45508468
22,0.1893548,1.0639856,0.30770534,0.9841929,0.38716152,0.6973766,0.46394587,0.38661578
23,0.14418386,1.1107645,0.24998432,1.1303166,0.32753488,0.8890044,0.40935078,0.44188815
24,0.24197122,1.1371216,0.44926158,1.0156499,0.50658613,0.6908162,0.64364785,0.44111335
25,0.18957724,1.0947585,0.3049861,0.9809493,0.40474975,0.7871394,0.4574449,0.5150107
26,0.17642157,0.9994402,0.3283167,0.78218275,0.42113405,0.50891495,0.470243,0.32120004
27,0.2207375,1.1623394,0.36435625,1.0382651,0.45968583,0.9185318,0.4970196,0.53087264
28,-0.28896,-1.1670104,-0.48338273,-1.0981196,-0.53944695,-0.95106703,-0.6375962,-0.560503
29,0.14591411,1.2087615,0.216715,1.058621,0.2800294,0.7921608,0.32823104,0.51162857
30,0.17750628,1.1595482,0.2969901,0.97316784,0.39314368,0.7210916,0.5338148,0.38753012
31,0.16483463,1.1331415,0.3185607,0.9679247,0.44730115,0.7640455,0.50891095,0.41096544
32,0.23839788,1.1193194,0.34051213,1.0491031,0.36828116,0.85264194,0.47467065,0.4665554
33,0.22990674,1.0407573,0.38302734,0.94029605,0.44643027,0.76076585,0.545409,0.45146874
34,0.23119159,1.1146868,0.3780013,1.0631126,0.46805054,0.79227006,0.49516732,0.50382006
35,0.24571173,1.0356604,0.35314056,0.96491534,0.38260517,0.85216194,0.4744939,0.5794876
36,0.17548965,1.1728773,0.2859712,0.9710827,0.36808932,0.804192,0.45993415,0.48439315
37,0.1630258,1.0756196,0.29666573,0.9673459,0.40042537,0.7422662,0.49507168,0.46915632
38,0.174474,1.0056453,0.34047493,0.7525271,0.431302,0.47968617,0.5077626,0.2999861
39,0.13661644,1.1177197,0.22931328,0.9413207,0.31041408,0.7350584,0.4004761,0.41027364
40,0.1807216,1.0189884,0.2687409,0.9271549,0.4308269,0.82819605,0.72450095,0.6043373
41,0.14215325,1.0656238,0.27711207,0.9965689,0.4063482,0.7895543,0.55185497,0.39197487
42,0.22309732,1.1613688,0.34859496,1.0170059,0.49962986,0.68462145,0.5462271,0.46034017
43,0.1507912,1.227185,0.23776066,1.0277175,0.31782258,0.8510848,0.4299014,0.4298568
44,0.2665938,0.9936006,0.39267945,0.8445377,0.42019364,0.6724134,0.4426482,0.43566278
45,0.1617047,1.245101,0.2781529,1.1169947,0.36273772,0.9686725,0.45535997,0.52207774
46,0.17247455,1.1185634,0.29470846,0.97093564,0.39006937,0.82351804,0.51364213,0.5164172
47,0.22675917,1.0500642,0.36083087,1.0511768,0.4545712,0.86307716,0.49498716,0.53659046
48,0.20999064,1.2986946,0.31623942,1.0671774,0.46132943,0.83585227,0.50221026,0.4859741
49,0.14822085,1.1257875,0.25791168,0.9560134,0.37255824,0.6979844,0.46687117,0.36404756
