training,sampling
282.90220046043396,0.37622690200805664
231.48605704307556,0.48932480812072754
253.99674105644226,0.5443735122680664
251.99350428581238,0.3598320484161377
337.90990352630615,0.3151888847351074
239.47375512123108,0.33635520935058594
292.5481343269348,0.3669583797454834
330.77427339553833,0.595172643661499
182.06956553459167,0.3657522201538086
356.1929244995117,0.518397331237793
