,0,1,2,3,4,5
0,-0.24178028,-1.082478,-0.36290205,-0.8841474,-0.39918905,-0.6362542
1,0.1860764,0.9994871,0.30629897,0.8697008,0.45698467,0.54789186
2,-0.24095467,-1.0154914,-0.40886775,-0.76566213,-0.5062583,-0.45188895
3,-0.28516915,-0.989671,-0.43555847,-0.78277117,-0.52488315,-0.49278358
4,0.19229144,0.9426433,0.31596813,0.7283917,0.45475304,0.53748405
5,-0.2088747,-0.94241804,-0.3427364,-0.6735562,-0.5128442,-0.38931346
6,-0.19125503,-1.0187818,-0.3079943,-0.8146971,-0.4949128,-0.52684575
7,-0.21790984,-1.0193886,-0.35537675,-0.83061194,-0.4212074,-0.51189923
8,-0.25502947,-1.1349138,-0.381161,-1.0413681,-0.38259622,-0.6870894
9,0.20135278,0.97761244,0.34883812,0.80577224,0.44415858,0.4815042
10,-0.37735224,-1.00121,-0.5782863,-0.8182299,-0.6714075,-0.54358673
11,-0.22696015,-1.0137866,-0.31042686,-0.84688467,-0.43961817,-0.51533824
12,-0.20217206,-1.0273546,-0.2991389,-0.8066133,-0.4660384,-0.50194937
13,-0.26657128,-1.0977837,-0.38416213,-0.8596137,-0.45343086,-0.543889
14,-0.23722948,-1.0853543,-0.335321,-0.85883355,-0.49862835,-0.58345497
15,-0.19169664,-1.0591824,-0.30284563,-0.89785737,-0.37710714,-0.5787148
16,-0.28710982,-1.0591402,-0.44276693,-0.8952401,-0.57576174,-0.52401155
17,0.16768575,0.91576535,0.2902432,0.7292493,0.41136113,0.43773746
18,-0.1913083,-1.0474935,-0.2708977,-0.8789928,-0.38107654,-0.5954758
19,-0.20275845,-1.0591981,-0.32185456,-0.88591915,-0.44665346,-0.55848736
20,0.23140079,1.0475235,0.38367498,0.7117533,0.53692293,0.4474547
21,-0.24448414,-1.1096908,-0.33570495,-0.9751279,-0.46080363,-0.568439
22,-0.21737525,-0.9849208,-0.36756298,-0.7168336,-0.5083676,-0.42448568
23,-0.20936997,-1.0602106,-0.2808184,-0.9001411,-0.44858167,-0.60717195
24,-0.26593494,-1.0374702,-0.43672144,-0.82363874,-0.5285438,-0.49574545
25,0.15508904,0.9527397,0.24991655,0.75338113,0.3569869,0.52586323
26,-0.2207287,-1.0241911,-0.32770208,-0.86687744,-0.5032104,-0.50949293
27,0.15317369,1.0136858,0.24662095,0.8612029,0.388228,0.678497
28,-0.18239051,-1.0222555,-0.30948955,-0.7447032,-0.41884187,-0.48921952
29,0.23402724,1.0216084,0.4148633,0.6921735,0.45030087,0.48321414
30,-0.25951213,-1.1442842,-0.36008558,-1.0296682,-0.49508747,-0.7221916
31,-0.27434453,-1.0609717,-0.4506176,-0.71817666,-0.4529941,-0.56442565
32,0.16463575,1.0890108,0.22800384,0.93424714,0.32761848,0.67768294
33,-0.23638758,-0.88049394,-0.43272692,-0.6729264,-0.5312628,-0.4154499
34,-0.25478807,-1.0138898,-0.39018944,-0.85322624,-0.5355009,-0.4760452
35,0.22929977,0.9962839,0.44600573,0.7261784,0.59992284,0.46866038
36,0.19149801,0.95979184,0.3420237,0.59549296,0.412328,0.40025365
37,-0.19227578,-1.0147525,-0.30354983,-0.8811694,-0.39206532,-0.53171414
38,0.12231572,0.865187,0.18877578,0.70640707,0.29781702,0.5006037
39,0.15849532,0.96701956,0.2863943,0.7268769,0.4507135,0.5051378
40,-0.23637585,-1.092412,-0.33324277,-0.9841812,-0.45086336,-0.7101486
41,-0.17043073,-0.9341232,-0.28206947,-0.774128,-0.43566957,-0.6256757
42,-0.18756759,-1.0236115,-0.26864153,-0.8647674,-0.38035035,-0.59544533
43,0.21828663,0.99467593,0.37941617,0.6717456,0.4554498,0.42558876
44,0.19223435,0.9804885,0.3173954,0.79784334,0.41116717,0.47273973
45,-0.19601782,-0.9728793,-0.3194044,-0.8309081,-0.4070436,-0.5166512
46,-0.23841049,-0.9403194,-0.3620117,-0.80606735,-0.50279516,-0.46275067
47,-0.20008062,-0.98094887,-0.26751363,-0.8462969,-0.43419027,-0.54278684
48,-0.21177796,-1.046685,-0.30757788,-0.89739156,-0.44148552,-0.58266795
49,-0.17871813,-0.9548498,-0.29909223,-0.7169464,-0.40267074,-0.41416082
