,0,1,2,3,4,5
0,0.32288915,0.8854135,0.19098285,0.80222845,0.61772853,0.79665184
1,0.29030013,0.765861,0.23297498,0.6679832,0.5672821,0.6031929
2,-0.36204705,-0.9703195,-0.36533967,-0.77714944,-0.87878984,-0.6457215
3,0.39710027,0.81060225,0.6633616,0.47031528,0.83111566,0.51997
4,-0.46034965,-0.69662714,-0.59244615,-0.6159479,-0.8248696,-0.45137367
5,0.3400377,0.98083436,0.5159632,0.81870645,0.6307309,0.68306834
6,0.43015432,1.0399661,0.61615527,1.0134717,0.72120064,0.6534188
7,0.27799338,0.90213764,0.52890617,0.6096331,0.721734,0.70206904
8,0.3693289,0.99609184,0.40171158,0.9260766,0.7177874,0.57274985
9,0.34451976,0.93451303,0.24136546,0.74986553,0.8117084,0.6526539
10,0.47449908,0.74795276,0.6341752,0.46549082,0.8919005,0.3905835
11,-0.4048531,-0.91392946,-0.6657067,-0.6791977,-0.90141886,-0.36928326
12,-0.70544535,-1.0574541,-0.75703996,-0.7541032,-1.0587996,-0.6768125
13,-0.46034965,-0.69662714,-0.59244615,-0.6159479,-0.8248696,-0.45137367
14,0.27795514,0.8716773,0.38664415,0.75441915,0.7124005,0.62633276
15,-0.5094315,-0.9806015,-0.5262274,-0.7594518,-0.9793351,-0.718226
16,-0.45509762,-1.0206919,-0.39276552,-0.9115045,-0.8063157,-0.83177716
17,0.34727207,0.74808276,0.095657535,0.637367,0.48346877,0.56929976
18,0.3299549,0.9164876,0.46707222,0.7289573,0.76926833,0.685496
19,0.37492245,0.9489616,0.3927984,0.80013555,0.9011708,0.6430247
20,0.23843727,0.8538532,0.10264332,0.7783667,0.4637833,0.60245836
21,0.35272092,1.016245,0.42541662,0.90214026,0.5980038,0.813778
22,-0.33136764,-0.84545773,-0.45081785,-0.5450457,-0.7899936,-0.5743894
23,0.25010425,0.869818,0.29354727,0.7736613,0.6682041,0.72505957
24,-0.66192156,-0.7610197,-0.88262993,-0.83982164,-0.78334767,-0.71067154
25,0.34823737,0.9775176,0.5017997,0.83635855,0.7361983,0.65778905
26,-0.4221838,-0.9455227,-0.54668367,-0.6821261,-0.91876453,-0.4930045
27,0.2987253,0.96963584,0.61905324,0.7364864,0.77561694,0.5248903
28,-0.40537784,-0.9391097,-0.42620364,-0.8463778,-0.7993469,-0.5049544
29,-0.37503177,-0.87061405,-0.2737238,-0.6966461,-0.70404285,-0.597544
30,0.30368292,0.929954,0.6545502,0.7717698,0.717357,0.5866063
31,-0.45426977,-0.8839521,-0.5046486,-0.7719358,-0.89706546,-0.5282543
32,0.23261501,0.97300464,0.2699363,0.86555153,0.38283145,0.82040316
33,0.26020086,0.8425919,0.31426853,0.789889,0.45772132,0.638231
34,0.31821132,0.7905958,0.5992915,0.6323686,0.79359835,0.41562596
35,0.43435776,1.0070195,0.57921207,0.90907896,0.72697735,0.76205355
36,0.3611448,0.9674845,0.34424636,0.8920265,0.6687801,0.71049386
37,-0.4237732,-0.9975718,-0.26239705,-0.8967335,-0.8866909,-0.86862653
38,0.33970508,0.95752317,0.43457028,0.918197,0.5782813,0.6523871
39,0.37003663,0.9127129,0.49726212,0.8941154,0.5766914,0.71924704
40,0.41560936,0.95992327,0.79457337,0.85405695,0.7726215,0.64580977
41,-0.33323753,-0.7226773,-0.4311036,-0.46677437,-0.7141352,-0.35354
42,0.25690576,0.8828905,0.19725719,0.76839846,0.6024411,0.6624127
43,0.40649024,0.94260716,0.38538152,0.782589,0.86854064,0.598446
44,0.38475725,0.97338855,0.33465207,0.78899884,0.94118017,0.6991093
45,0.24848375,0.91556436,0.18973249,0.8620337,0.4380769,0.7363488
46,-0.58275324,-1.080659,-0.678985,-0.88356555,-1.0407791,-0.6856186
47,0.48437968,1.0572755,0.78277504,0.9475421,0.76394606,0.8031513
48,0.3689362,0.88604945,0.2654107,0.67523474,0.8629902,0.5772141
49,0.3510327,0.9881356,0.6467272,0.849716,0.6841216,0.7202703
50,0.47162348,1.0739126,0.5052828,0.9966169,0.81822777,0.7362379
51,0.3025085,0.93760294,0.32461175,0.8744666,0.4652437,0.76893187
52,-0.41765782,-0.858915,-0.56765944,-0.40159065,-0.8644699,-0.34585512
53,0.28150275,0.9804129,0.3167165,0.86568403,0.481554,0.80740833
54,-0.4866738,-1.0751342,-0.6143722,-0.9844518,-0.85300213,-0.76616603
55,0.35504913,0.9551089,0.4981148,0.7682052,0.8086519,0.63429576
56,0.3120238,0.7908809,0.18503928,0.6770539,0.47176892,0.6157748
57,0.3862347,0.8560379,0.23471954,0.6722426,0.7730786,0.52058107
58,0.3255434,1.0112658,0.58988863,0.8772484,0.6267298,0.6012639
59,0.3380468,0.81370455,0.13813764,0.70059645,0.67783904,0.5989379
60,0.23972023,0.8489955,0.16766864,0.76625574,0.49290314,0.6280896
61,0.34028855,0.9210464,0.4942552,0.71110725,0.8783337,0.66372764
62,-0.4945438,-0.9667269,-0.34641334,-0.8659824,-0.9116018,-0.7897223
63,0.3921421,0.9290006,0.71622163,0.8433652,0.7294436,0.7050264
64,0.3792979,0.9948615,0.53964126,0.9002489,0.6824337,0.6792472
65,0.2852629,0.8854776,0.1124346,0.7664026,0.61556816,0.66340655
66,0.22361158,0.9712898,0.3988187,0.8016913,0.6252013,0.59282815
67,0.37339693,1.0145328,0.53618795,0.90402615,0.7531622,0.62411934
68,0.31281123,0.85458624,0.18145691,0.7812341,0.51030797,0.7340476
69,0.29319677,0.8965233,0.21147092,0.802492,0.6131059,0.6963746
70,0.44351193,0.89528465,0.4140874,0.7906482,0.77734506,0.7452199
71,0.3851463,0.94550294,0.16536258,0.8701092,0.64119124,0.87808377
72,-0.447436,-0.806059,-0.38739547,-0.64061904,-0.67916065,-0.6145912
73,-0.36819124,-0.8903755,-0.5591058,-0.5572133,-0.8714112,-0.3969869
74,0.30785194,0.8730373,0.29556516,0.72359,0.7435111,0.6574144
75,0.16142122,0.8336405,0.16855918,0.7543394,0.3481087,0.6802579
76,0.33840203,1.024404,0.65331614,0.8893971,0.6293686,0.6542645
77,0.32250723,0.9009494,0.13118818,0.82403296,0.6094599,0.71754575
78,0.44899166,0.986739,0.637626,0.7273989,0.932079,0.7265576
79,0.2844778,0.8956349,0.4118626,0.790189,0.5418562,0.7359846
80,0.2554975,0.9129152,0.25710574,0.8362832,0.51298016,0.80240786
81,0.2729714,0.93593943,0.5460697,0.5827855,0.53574127,0.5479269
82,0.2597409,0.8310724,0.28046215,0.7908412,0.51342523,0.66122276
83,0.7178512,1.0337608,0.77096516,0.9028313,0.9729007,0.7727448
84,0.23467198,0.89237326,0.37500322,0.6629361,0.7206993,0.55727434
85,0.26163915,0.9069124,0.5756231,0.58425933,0.7795459,0.45907634
86,0.50638086,0.9496409,0.4314366,0.8490776,0.84522223,0.717567
87,0.25692374,0.94254875,0.4609083,0.7614553,0.8024392,0.5862926
88,-0.32414103,-0.8653907,-0.5225849,-0.550496,-0.8703723,-0.3222923
89,-0.3391097,-0.95629257,-0.38162193,-0.8491387,-0.77306575,-0.7816418
90,0.20364662,0.7059364,0.25455812,0.5454472,0.62396413,0.35775357
91,0.45522892,1.0307034,0.48242292,0.93310356,0.6412121,0.8556478
92,0.29210937,0.8413987,0.19792469,0.76198864,0.5526043,0.5977599
93,0.36809435,0.9053687,0.34949392,0.66717184,0.8909499,0.6853881
94,-0.39800724,-0.9717792,-0.48842224,-0.7978504,-0.7804799,-0.7211401
95,0.2861756,0.78995156,0.5320922,0.62759036,0.78082615,0.37645233
96,0.27818087,1.021631,0.497758,0.94098437,0.51454484,0.6812285
97,0.33754647,0.8464275,0.37670368,0.7041664,0.80478656,0.43007556
98,0.44393024,0.95189685,0.5462852,0.82056606,0.8043657,0.7137712
99,0.33204612,0.7706427,-0.19344608,0.7105459,0.4778225,0.6735697
