training,sampling
248.93617415428162,0.17970490455627441
158.49736142158508,0.14067721366882324
171.91584873199463,0.10379648208618164
261.7699730396271,0.1749284267425537
318.18934893608093,0.17615509033203125
135.80367636680603,0.16573381423950195
240.18481922149658,0.18079233169555664
195.29858422279358,0.1314527988433838
259.55619072914124,0.16311001777648926
238.01691889762878,0.17312836647033691
